unamed,ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry
1706,KEYS,"Keysight Technologies, Inc.",77082,241,Ronald Nersesian,18566410,Information Technology
1894,FCX,"Freeport-McMoRan, Inc.",77036,248,Richard Adkerson,19111894,Materials
701,FCNCA,"First Citizens BancShares, Inc.",76985,73,Frank Holding,5629478,Financials
675,DGICA,Donegal Group Inc.,76960,13,Kevin Burke,1017560,Financials
1953,SXT,Sensient Technologies Corporation,76898,92,Paul Manning,7062124,Materials
564,VTNR,"Vertex Energy, Inc.",76887,10,Benjamin Cowart,730995,Energy
704,FFIC,Flushing Financial Corporation,76833,33,John Buran,2534260,Financials
1540,UNVR,Univar Solutions Inc.,76768,106,David Jukes,8099724,Industrials
1142,OFIX,"Orthofix Medical, Inc.",76717,70,Jon Serbousek,5340865,Health Care
1197,SYK,Stryker Corporation,76715,213,Kevin Lobo,16359898,Health Care
2110,WY,Weyerhaeuser Company,76688,166,Devin Stockfish,12715531,Real Estate
1568,ACIW,"ACI Worldwide, Inc.",76657,114,Odilon Almeida,8768059,Information Technology
735,HAFC,Hanmi Financial Corporation,76642,24,Bonita Lee,1869786,Financials
612,BFH,"Bread Financial Holdings, Inc.",76638,146,Ralph Andretta,11179238,Financials
1719,MANH,"Manhattan Associates, Inc.",76630,92,Eddie Capel,7074692,Information Technology
1640,CTLP,"Cantaloupe, Inc.",76586,13,Sean Feeney,990474,Information Technology
2097,UDR,"UDR, Inc.",76519,186,Thomas Toomey,14228333,Real Estate
80,TTGT,"TechTarget, Inc.",76426,138,Michael Cotoia,10534913,Communication Services
923,VALU,"Value Line, Inc.",76425,10,Howard Brecher,789500,Financials
786,MET,"MetLife, Inc.",76392,218,Michel Khalaf,16621373,Financials
1831,VIAV,Viavi Solutions Inc.,76251,122,Oleg Khaykin,9340416,Information Technology
54,NWSA,News Corporation,76185,258,Robert Thomson,19662203,Communication Services
946,ZION,"Zions Bancorporation, NA",76160,61,Harris Simmons,4656113,Financials
618,BK,The Bank of New York Mellon Corporation,76123,186,Thomas Gibbons,14128042,Financials
357,WGO,"Winnebago Industries, Inc.",76084,88,Michael Happe,6676569,Consumer Discretionary
44,LUMN,"Lumen Technologies, Inc.",75984,298,Jeffrey Storey,22654781,Communication Services
1291,CBZ,"CBIZ, Inc.",75817,67,Jerome Grisko Jr.,5052401,Industrials
2170,VIA,"Via Renewables, Inc.",75782,30,W. Maxwell III,2247615,Utilities
1844,WEX,WEX Inc.,75734,127,Melissa Smith,9612917,Information Technology
1724,MGI,"MoneyGram International, Inc.",75706,89,W. Holmes,6721431,Information Technology
2109,WSR,Whitestone REIT,75650,28,James Mastandrea,2089570,Real Estate
1376,HON,Honeywell International Inc.,75529,346,Darius Adamczyk,26100120,Industrials
932,WASH,"Washington Trust Bancorp, Inc.",75524,24,Edward Handy,1842107,Financials
1558,WMS,"Advanced Drainage Systems, Inc.",75407,85,D. Barbour,6388700,Industrials
1343,FIX,"Comfort Systems USA, Inc.",75395,60,Brian Lane,4503087,Industrials
1958,TSE,Trinseo Plc,75385,93,Frank Bozich,7001893,Materials
829,PFG,"Principal Financial Group, Inc.",75348,233,Daniel Houston,17566163,Financials
719,FOCS,"Focus Financial Partners, Inc.",75202,158,Ruediger Adolf,11911818,Financials
1208,TNDM,"Tandem Diabetes Care, Inc.",75196,76,John Sheridan,5739882,Health Care
1801,SMCI,"Super Micro Computer, Inc.",75171,241,Charles Liang,18098671,Information Technology
1413,KTOS,"Kratos Defense & Security Solutions, Inc.",75137,126,Eric DeMarco,9499003,Industrials
1441,MSM,"MSC Industrial Direct Co., Inc.",75101,86,Erik Gershwind,6453243,Industrials
1629,CNXN,"PC Connection, Inc.",75092,43,Timothy McGrath,3209550,Information Technology
1758,ORCL,Oracle Corporation,75043,1842,Safra Catz,138192032,Information Technology
2027,HIW,"Highwoods Properties, Inc.",74958,54,Theodore Klinck,4082600,Real Estate
1251,ALK,"Alaska Air Group, Inc.",74911,68,Benito Minicucci,5130162,Industrials
444,SAM,"The Boston Beer Company, Inc.",74745,199,David Burwick,14840956,Consumer Staples
1813,TDC,Teradata Corporation,74646,155,Stephen McMillan,11570638,Information Technology
1647,DCT,"Duck Creek Technologies, Inc.",74636,49,Michael Jackowski,3641525,Information Technology
573,ABCB,Ameris Bancorp,74513,46,H. Proctor Jr.,3437506,Financials
1406,KBR,"KBR, Inc.",74498,161,Stuart B. Bradie,12024347,Industrials
1228,WAT,Waters Corporation,74470,116,Udit Batra,8653559,Health Care
2061,OUT,OUTFRONT Media Inc.,74458,125,Jeremy Male,9324032,Real Estate
2050,MMI,"Marcus & Millichap, Inc.",74425,111,Hessam Nadji,8224777,Real Estate
1461,OSK,Oshkosh Corporation,74337,81,John Pfeifer,6013750,Industrials
1124,MYGN,"Myriad Genetics, Inc.",74021,173,Paul Diaz,12787669,Health Care
1127,NEO,"NeoGenomics, Inc.",74000,155,Mark Mallon,11479855,Health Care
63,QNST,"QuinStreet, Inc.",73983,58,Douglas Valenti,4319500,Communication Services
921,UVSP,Univest Financial Corporation,73783,22,Jeffrey Schweitzer,1648678,Financials
681,EFSC,Enterprise Financial Services Corp,73764,33,James Lally,2450066,Financials
916,UMBF,UMB Financial Corporation,73594,68,J. Kemper,4975063,Financials
936,WFC,Wells Fargo & Company,73578,290,Charles Scharf,21350906,Financials
766,KEY,KeyCorp,73571,118,Christopher Gorman,8653484,Financials
388,CHD,"Church & Dwight Co., Inc.",73466,121,Matthew Farrell,8889526,Consumer Staples
1846,WOLF,"Wolfspeed, Inc.",73303,127,Gregg Lowe,9282016,Information Technology
940,WSBF,"Waterstone Financial, Inc.",73260,22,Douglas Gordon,1597355,Financials
1909,KALU,Kaiser Aluminum Corporation,73249,75,Keith Harvey,5505512,Materials
290,PTON,"Peloton Interactive, Inc.",73117,2299,Barry McCarthy,168073420,Consumer Discretionary
1047,EW,Edwards Lifesciences Corporation,73036,186,Michael Mussallem,13613305,Health Care
920,UVE,"Universal Insurance Holdings, Inc.",73006,48,Stephen Donaghy,3540457,Financials
1063,HQY,"HealthEquity, Inc.",72992,136,Jon Kessler,9947622,Health Care
924,VBTX,"Veritex Holdings, Inc.",72968,43,C. Holland III,3104142,Financials
62,PUBM,"PubMatic, Inc.",72954,118,Rajeev Goel,8609029,Communication Services
1459,ODFL,"Old Dominion Freight Line, Inc.",72726,145,Greg Gantt,10577833,Industrials
1546,VRSK,"Verisk Analytics, Inc.",72679,176,Scott Stephenson,12796321,Industrials
613,BFST,"Business First Bancshares, Inc.",72640,28,David Melville III,2025480,Financials
1065,HSIC,"Henry Schein, Inc.",72625,149,Stanley Bergman,10786180,Health Care
76,TMUS,"T-Mobile US, Inc.",72572,312,G. Sievert,22610659,Communication Services
382,BYND,"Beyond Meat, Inc.",72369,91,Ethan Brown,6572625,Consumer Staples
757,IBTX,"Independent Bank Group, Inc.",72362,38,David Brooks,2728746,Financials
1364,GVA,Granite Construction Incorporated,72344,33,Kyle Larkin,2363579,Industrials
809,NTRS,Northern Trust Corporation,72300,145,Michael O'Grady,10449233,Financials
1896,FUL,H.B. Fuller Company,72205,161,James Owens,11608854,Materials
1247,AIT,"Applied Industrial Technologies, Inc.",72176,81,Neil Schrimsher,5840834,Industrials
1437,MRC,MRC Global Inc.,72172,82,Robert Saltiel,5922877,Industrials
1746,NSIT,"Insight Enterprises, Inc.",72102,92,Kenneth Lamneck,6638325,Information Technology
799,MVBF,MVB Financial Corp.,72096,29,Larry Mazza,2116982,Financials
749,HOPE,"Hope Bancorp, Inc.",72040,47,Kevin Kim,3356442,Financials
2105,WE,"WeWork, Inc.",72029,296,Sandeep Mathrani,21308250,Real Estate
583,AIG,"American International Group, Inc.",71936,305,Peter Zaffino,21905220,Financials
183,FSR,"Fisker, Inc.",71923,1,Henrik Fisker,68621,Consumer Discretionary
236,LIND,"Lindblad Expeditions Holdings, Inc.",71921,96,Dolf Berle,6936263,Consumer Discretionary
1117,MOH,"Molina Healthcare, Inc.",71916,278,Joseph Zubretsky,19961698,Health Care
275,OSTK,"Overstock.com, Inc.",71898,40,Jonathan Johnson III,2855412,Consumer Discretionary
641,CB,Chubb Limited,71894,322,Evan Greenberg,23181184,Financials
1285,BW,"Babcock & Wilcox Enterprises, Inc.",71890,31,Kenneth Young,2206000,Industrials
1872,CBT,Cabot Corporation,71871,115,Sean Keohane,8242487,Materials
1222,VIVO,"Meridian Bioscience, Inc.",71837,45,John Kenny,3233705,Health Care
1435,MMM,3M Company,71821,253,Michael Roman,18200584,Industrials
578,AFG,"American Financial Group, Inc.",71738,174,Carl Lindner III,12449582,Financials
1101,LMAT,"LeMaitre Vascular, Inc.",71719,28,George LeMaitre,1982030,Health Care
2168,UGI,UGI Corporation,71717,85,Roger Perreault,6060694,Utilities
2074,RLGY,"Anywhere Real Estate, Inc.",71694,176,Ryan Schneider,12619247,Real Estate
1819,TRMB,Trimble Inc.,71625,195,Robert Painter,13956821,Information Technology
270,NVR,"NVR, Inc.",71417,58,Paul Saville,4162400,Consumer Discretionary
1375,HNI,HNI Corporation,71410,128,Jeffrey Lorenger,9132815,Industrials
1968,AAT,"American Assets Trust, Inc.",71312,71,Ernest Rady,5061774,Real Estate
876,SFNC,Simmons First National Corporation,71253,81,George Makris,5772713,Financials
1551,VVX,"V2X, Inc.",71251,57,Charles Prow,4083541,Industrials
1013,CNC,Centene Corporation,71217,290,Michael Neidorff,20637990,Health Care
1436,MOG.A,Moog Inc.,71151,57,John Scannell,4030668,Industrials
832,PFSI,"PennyMac Financial Services, Inc.",70939,191,David Spector,13575224,Financials
1662,ENTG,"Entegris, Inc.",70909,148,Bertrand Loy,10498882,Information Technology
1959,USLM,"United States Lime & Minerals, Inc.",70851,50,Timothy Byrne,3568689,Materials
347,UTI,"Universal Technical Institute, Inc.",70833,31,Jerome Grant,2215714,Consumer Discretionary
2029,HR,"Healthcare Realty Trust, Inc.",70823,59,Peter Foss,4151644,Real Estate
870,SBT,"Sterling Bancorp, Inc.",70721,43,Thomas O'Brien,3046531,Financials
2155,OTTR,Otter Tail Corporation,70598,67,Charles MacFarlane,4732251,Utilities
1855,ALB,Albemarle Corporation,70574,128,Jerry Masters Jr.,9040753,Materials
942,WTBA,"West Bancorporation, Inc.",70564,15,David Nelson,1027900,Financials
1649,DELL,"Dell Technologies, Inc.",70562,49,Michael Dell,3467347,Information Technology
640,CATY,Cathay General Bancorp,70522,43,Chang Liu,2997876,Financials
73,TDS,"Telephone and Data Systems, Inc.",70453,136,LeRoy Carlson Jr.,9616139,Communication Services
88,ZD,"Ziff Davis, Inc.",70299,233,Vivek Shah,16394111,Communication Services
1675,FISV,"Fiserv, Inc.",70276,290,Frank Bisignano,20385208,Information Technology
68,SHEN,Shenandoah Telecommunications Company,70275,34,Christopher French,2420824,Communication Services
1963,WLK,Westlake Corp.,70250,141,Albert Chao,9892719,Materials
1312,DAL,"Delta Air Lines, Inc.",70240,176,Edward Bastian,12360420,Industrials
746,HMN,Horace Mann Educators Corporation,70226,87,Marita Zuraitis,6118976,Financials
1153,PEN,"Penumbra, Inc.",70192,7,Adam Elsesser,497789,Health Care
1491,RUSHA,"Rush Enterprises, Inc.",70170,121,W.M. Rush,8467391,Industrials
667,CPF,Central Pacific Financial Corp.,70162,50,Paul Yonamine,3491053,Financials
754,HWC,Hancock Whitney Corporation,70133,85,John Hairston,5938805,Financials
81,TTWO,"Take-Two Interactive Software, Inc.",70096,2,Strauss Zelnick,142996,Communication Services
1941,SCHN,"Schnitzer Steel Industries, Inc.",70058,103,Tamara Lundgren,7229882,Materials
1162,PRGO,Perrigo Company plc,70056,150,Murray Kessler,10529261,Health Care
1763,PAYC,"Paycom Software, Inc.",70036,42,Chad Richison,2958410,Information Technology
814,OBNK,"Origin Bancorp, Inc.",70008,34,Drake Mills,2408235,Financials
1000,BRKR,Bruker Corporation,70004,80,Frank Laukien,5594539,Health Care
1198,SYNH,"Syneos Health, Inc.",70000,119,Alistair Macdonald,8364510,Health Care
367,WWW,"Wolverine World Wide, Inc.",69949,206,Blake Krueger,14405857,Consumer Discretionary
540,PARR,"Par Pacific Holdings, Inc.",69876,51,William Pate,3542686,Energy
476,BKR,Baker Hughes Company,69701,224,Lorenzo Simonelli,15646452,Energy
1560,WSC,WillScot Mobile Mini Holdings Corp.,69685,252,Bradley Soultz,17579747,Industrials
414,IPAR,"Inter Parfums, Inc.",69673,18,Jean Madar,1230000,Consumer Staples
785,MCY,Mercury General Corporation,69666,24,Gabriel Tirador,1695948,Financials
943,WTFC,Wintrust Financial Corporation,69558,103,Edward Wehmer,7140312,Financials
1372,HII,"Huntington Ingalls Industries, Inc.",69551,111,C. Petters,7714066,Industrials
190,GM,General Motors Company,69433,420,Mary Barra,29136780,Consumer Discretionary
2071,RDFN,Redfin Corporation,69425,4,Glenn Kelman,299341,Real Estate
430,MNST,Monster Beverage Corporation,69417,241,Rodney Sacks,16707577,Consumer Staples
1823,TXN,Texas Instruments Incorporated,69407,277,Richard Templeton,19195411,Information Technology
1367,HA,"Hawaiian Holdings, Inc.",69381,45,Peter Ingram,3091653,Industrials
61,PLTK,Playtika Holding Corp.,69325,911,Robert Antokol,63123469,Communication Services
1644,CVT,Cvent Holding Corp.,69299,306,Rajeev Aggarwal,21200830,Information Technology
1971,AIRC,Apartment Income REIT Corp.,69070,44,Terry Considine,3048540,Real Estate
767,KMPR,Kemper Corporation,68995,119,Joseph Lacher,8222255,Financials
1774,PRFT,"Perficient, Inc.",68944,102,Jeffrey Davis,6997941,Information Technology
1001,BSX,Boston Scientific Corporation,68891,233,Michael Mahoney,16064039,Health Care
1965,WRK,WestRock Company,68878,168,David Sewell,11576270,Materials
404,FLO,"Flowers Foods, Inc.",68873,87,Ryals McMullian,5979905,Consumer Staples
1368,HCCI,"Heritage-Crystal Clean, Inc.",68746,67,Brian Recatto,4623217,Industrials
1334,EXPD,"Expeditors International of Washington, Inc.",68690,190,Jeffrey Musser,13026304,Industrials
899,TFSL,TFS Financial Corporation,68608,69,Marc Stefanski,4751324,Financials
885,SNV,Synovus Financial Corp.,68535,82,Kevin Blair,5638982,Financials
244,LQDT,"Liquidity Services, Inc.",68534,41,William Angrick III,2781410,Consumer Discretionary
815,OCFC,OceanFirst Financial Corp.,68440,46,Christopher Maher,3161351,Financials
1601,AVNW,"Aviat Networks, Inc.",68428,50,Peter Smith,3454749,Information Technology
1422,LXFR,Luxfer Holdings Plc,68409,49,Alok Maskara,3339733,Industrials
515,INT,World Fuel Services Corporation,68408,75,Michael Kasbar,5141566,Energy
1295,CLH,"Clean Harbors, Inc.",68365,82,Alan McKim,5612724,Industrials
918,UNM,Unum Group,68308,137,Richard McKenney,9349680,Financials
1566,ZWS,Zurn Elkay Water Solutions Corp.,68281,246,Todd Adams,16770337,Industrials
797,MTB,M&T Bank Corporation,68270,101,Rene Jones,6868174,Financials
1332,ESE,ESCO Technologies Inc.,68264,80,Victor Richey,5452715,Industrials
1567,AAPL,Apple Inc.,68254,1447,Timothy Cook,98734394,Information Technology
1920,MTRN,Materion Corporation,68247,65,Jugal Vijayvargiya,4453834,Materials
1254,AME,"AMETEK, Inc.",68238,189,David Zapico,12919431,Industrials
1488,RSG,"Republic Services, Inc.",68217,116,Jon Ark,7925408,Industrials
1426,MATW,Matthews International Corporation,68165,100,Joseph Bartolacci,6813304,Industrials
644,CBSH,"Commerce Bancshares, Inc.",68003,71,John Kemper,4842307,Financials
1383,HUBG,"Hub Group, Inc.",67972,84,David Yeager,5724633,Industrials
1726,MKSI,"MKS Instruments, Inc.",67952,112,John Lee,7638355,Information Technology
1693,IBM,International Business Machines Corporation,67926,258,Arvind Krishna,17550959,Information Technology
477,BOOM,DMC Global Inc.,67839,57,Kevin Longe,3844266,Energy
1691,HPQ,HP Inc.,67667,306,Enrique Lores,20733806,Information Technology
1072,IDXX,"IDEXX Laboratories, Inc.",67638,134,Jay Mazelsky,9065021,Health Care
1939,RYI,Ryerson Holding Corporation,67621,79,Edward Lehner,5319454,Materials
805,NFBK,"Northfield Bancorp, Inc.",67607,22,Steven Klein,1466249,Financials
94,ADT,"ADT, Inc.",67604,111,James DeVries,7479792,Consumer Discretionary
917,UMPQ,Umpqua Holdings Corporation,67587,64,Cort O'Haver,4322852,Financials
1131,NRC,National Research Corporation,67583,3,Michael Hays,217094,Health Care
660,CNO,"CNO Financial Group, Inc.",67555,132,Gary Bhojwani,8948166,Financials
664,COLB,"Columbia Banking System, Inc.",67551,52,Clint Stein,3530394,Financials
1309,CW,Curtiss-Wright Corporation,67544,67,Lynn Bamford,4491811,Industrials
1033,DVA,DaVita Inc.,67535,49,Javier Rodriguez,3298439,Health Care
603,AXP,American Express Company,67460,378,Stephen Squeri,25513922,Financials
1807,SSNC,"SS&C Technologies Holdings, Inc.",67434,341,William Stone,22981889,Information Technology
1193,STE,STERIS Plc (Ireland),67300,88,Daniel Carestio,5903168,Health Care
1661,ENPH,"Enphase Energy, Inc.",67267,283,Badrinarayanan Kothandaraman,19019162,Information Technology
1030,DGX,Quest Diagnostics Incorporated,67206,217,Stephen Rusckowski,14557818,Health Care
1861,ASH,"Ashland, Inc.",67146,139,Guillermo Novo,9317202,Materials
790,MMC,"Marsh & McLennan Companies, Inc.",67143,321,Daniel Glaser,21519703,Financials
1355,GGG,Graco Inc.,67107,81,Mark Sheahan,5422139,Industrials
608,BANR,Banner Corporation,67045,39,Mark Grescovich,2618969,Financials
1350,GATX,GATX Corporation,67036,111,Brian Kenney,7464484,Industrials
773,LBAI,"Lakeland Bancorp, Inc.",66995,52,Thomas Shara,3487152,Financials
945,WTW,Willis Towers Watson PLC,66942,304,John Haley,20337292,Financials
1859,APD,"Air Products and Chemicals, Inc.",66930,276,Seifollah Ghasemi,18483105,Materials
1011,CI,Cigna Corporation,66917,297,David Cordani,19872266,Health Care
1544,VICR,Vicor Corporation,66899,7,Patrizio Vinciarelli,464212,Industrials
91,ABG,"Asbury Automotive Group, Inc.",66857,111,David Hult,7452895,Consumer Discretionary
711,FITB,Fifth Third Bancorp,66720,158,Greg Carmichael,10531649,Financials
694,FBK,FB Financial Corporation,66718,40,Christopher Holmes,2682882,Financials
926,VLY,Valley National Bancorp,66703,80,Ira Robbins,5349830,Financials
1509,STRL,"Sterling Infrastructure, Inc.",66692,73,Joseph Cutillo,4842276,Industrials
1201,TCMD,"Tactile Systems Technology, Inc.",66668,31,Daniel Reuvers,2076884,Health Care
352,VSTO,"Vista Outdoor, Inc.",66639,187,Christopher Metz,12460138,Consumer Discretionary
750,HTBI,"HomeTrust Bancshares, Inc.",66618,16,Dana Stonestreet,1087016,Financials
740,HCI,"HCI Group, Inc.",66586,116,Paresh Patel,7736699,Financials
1503,SPR,"Spirit AeroSystems Holdings, Inc.",66544,163,Thomas Gentile III,10849938,Industrials
741,HFWA,Heritage Financial Corporation,66497,22,Jeffrey Deuel,1431274,Financials
1900,HAYN,"Haynes International, Inc.",66477,37,Michael Shor,2491682,Materials
1527,TRU,TransUnion,66462,177,Christopher Cartwright,11757408,Industrials
635,CACC,Credit Acceptance Corporation,66446,459,Kenneth Booth,30526345,Financials
1289,CARR,Carrier Global Corp.,66377,224,David Gitlin,14892815,Industrials
1241,ACM,AECOM,66288,98,W. Rudd,6524680,Industrials
1915,LTHM,Livent Corp.,66239,72,Paul Graves,4747841,Materials
621,BOH,Bank of Hawaii Corporation,66230,111,Peter Ho,7339234,Financials
1031,DHR,Danaher Corporation,66203,259,Rainer Blair,17152267,Health Care
1597,ARW,"Arrow Electronics, Inc.",66172,193,Michael Long,12755479,Information Technology
552,SLB,Schlumberger NV,66138,254,Olivier Peuch,16795502,Energy
1905,IFF,International Flavors & Fragrances Inc.,66105,148,Andreas Fibig,9767380,Materials
903,TMP,Tompkins Financial Corporation,66087,33,Stephen Romaine,2180713,Financials
1937,RS,Reliance Steel & Aluminum Co.,66069,216,James Hoffman,14245016,Materials
405,FRPT,"Freshpet, Inc.",66018,12,William Cyr,765040,Consumer Staples
499,EFR,"Energy Fuels, Inc.",66000,19,Mark Chalmers,1252750,Energy
1402,KAI,Kadant Inc.,65993,90,Jeffrey Powell,5934170,Industrials
1690,HPE,Hewlett Packard Enterprise Company,65944,289,Antonio Neri,19052415,Information Technology
712,FLIC,The First of Long Island Corporation,65938,14,Christopher Becker,914366,Financials
436,PG,The Procter & Gamble Company,65918,269,Jon Moeller,17716015,Consumer Staples
1308,CVLG,"Covenant Logistics Group, Inc.",65878,89,David Parker,5833933,Industrials
834,PGR,The Progressive Corporation,65874,220,Susan Griffith,14462961,Financials
1041,ENDP,Endo International Plc,65759,441,Blaise Coleman,28994250,Health Care
831,PFS,"Provident Financial Services, Inc.",65740,40,Christopher Martin,2625561,Financials
1315,DDD,3D Systems Corporation,65638,131,Jeffrey Graves,8574250,Industrials
1365,GWW,"W.W. Grainger, Inc.",65633,137,Donald Macpherson,9015594,Industrials
1522,TPC,Tutor Perini Corporation,65629,226,Ronald Tutor,14808920,Industrials
846,PRK,Park National Corporation,65619,35,David Trautman,2325563,Financials
1386,HXL,Hexcel Corporation,65589,149,Nick Stanage,9781885,Industrials
1360,GNRC,Generac Holdings Inc.,65543,115,Aaron Jagdfeld,7519813,Industrials
1446,NDSN,Nordson Corporation,65527,157,Sundaram Nagarajan,10308750,Industrials
579,AFL,Aflac Incorporated,65458,240,Daniel Amos,15728233,Financials
727,GBCI,"Glacier Bancorp, Inc.",65451,44,Randall Chesler,2890546,Financials
1252,ALLE,Allegion Plc,65338,118,David Petratis,7688243,Industrials
2044,LAMR,Lamar Advertising Company,65264,91,Sean Reilly,5934758,Real Estate
1293,CIR,"CIRCOR International, Inc.",65251,65,Scott Buckhout,4229501,Industrials
661,CNOB,"ConnectOne Bancorp, Inc.",65242,47,Frank Sorrentino III,3068986,Financials
1111,MEDP,"Medpace Holdings, Inc.",65209,91,August Troendle,5947423,Health Care
949,ABC,AmerisourceBergen Corporation,65076,229,Steven Collis,14873815,Health Care
2014,ESRT,"Empire State Realty Trust, Inc.",65001,122,Anthony Malkin,7920132,Real Estate
1177,RMD,ResMed Inc.,64956,179,Michael Farrell,11659210,Health Care
1271,AWI,"Armstrong World Industries, Inc.",64870,105,Victor Grizzle,6830771,Industrials
679,EBTC,"Enterprise Bancorp, Inc.",64802,20,John Clancy,1275889,Financials
1068,HUM,Humana Inc.,64797,255,Bruce Broussard,16528036,Health Care
1458,OC,Owens Corning,64753,151,Brian Chambers,9782143,Industrials
1982,BFS,"Saul Centers, Inc.",64717,4,B. Saul,248465,Real Estate
2,AMCX,AMC Networks Inc.,64652,108,Matthew Blank,6967220,Communication Services
497,DRQ,"Dril-Quip, Inc.",64643,94,Blake DeBerry,6083948,Energy
963,AMED,"Amedisys, Inc.",64558,129,Paul Kusserow,8348257,Health Care
1617,BR,"Broadridge Financial Solutions, Inc.",64515,156,Timothy Gokey,10068228,Information Technology
1141,NXGN,"NextGen Healthcare, Inc.",64514,244,David Sides,15740135,Health Care
505,EVA,"Enviva, Inc.",64325,96,John Keppler,6205730,Energy
85,WOW,"WideOpenWest, Inc.",64290,92,Teresa Elder,5929085,Communication Services
395,CPB,Campbell Soup Company,64277,160,Mark Clouse,10277065,Consumer Staples
753,HTLF,"Heartland Financial USA, Inc.",64213,44,Bruce Lee,2852290,Financials
591,AMNB,American National Bankshares Inc.,64201,16,Jeffrey Haley,1002451,Financials
1224,VREX,Varex Imaging Corp.,64197,70,Sunny Sanyal,4479188,Health Care
562,UEC,Uranium Energy Corp.,64190,25,Amir Adnani,1635553,Energy
1113,MLAB,"Mesa Laboratories, Inc.",64176,282,Gary Owens,18076981,Health Care
1084,IRTC,"iRhythm Technologies, Inc.",64156,144,Quentin Blackford,9241346,Health Care
55,NXST,"Nexstar Media Group, Inc.",64152,330,Perry Sook,21145853,Communication Services
1674,FIS,"Fidelity National Information Services, Inc.",64135,390,Gary Norcross,25023771,Information Technology
585,AJG,Arthur J. Gallagher & Co.,64135,216,J. Gallagher,13882255,Financials
1021,CRVL,CorVel Corporation,64089,22,Michael Combs,1420744,Health Care
2087,SPG,"Simon Property Group, Inc.",64069,163,David Simon,10475192,Real Estate
97,AN,"AutoNation, Inc.",64057,133,Michael Manley,8513663,Consumer Discretionary
175,F,Ford Motor Company,64003,356,James Farley Jr.,22813174,Consumer Discretionary
1814,TDY,Teledyne Technologies Incorporated,64003,103,Robert Mehrabian,6567058,Information Technology
1233,ZBH,"Zimmer Biomet Holdings, Inc.",63981,234,Bryan Hanson,14981058,Health Care
1528,TT,Trane Technologies Plc,63916,202,David Regnery,12888518,Industrials
1002,CAH,"Cardinal Health, Inc.",63906,211,Michael Kaufmann,13463557,Health Care
716,FNB,F.N.B. Corporation,63884,103,Vincent Delie,6577522,Financials
1563,WWD,"Woodward, Inc.",63877,109,Charles Blankenship Jr.,6984261,Industrials
391,CLX,The Clorox Company,63866,134,Linda Rendle,8534808,Consumer Staples
1399,JBT,John Bean Technologies Corporation,63865,79,Brian Deck,5023977,Industrials
674,DFS,Discover Financial Services,63770,190,Roger Hochschild,12087218,Financials
2034,INVH,"Invitation Homes, Inc.",63730,152,Dallas Tanner,9710445,Real Estate
37,IHRT,"iHeartMedia, Inc.",63686,138,Robert Pittman,8768653,Communication Services
1976,AMH,American Homes 4 Rent,63624,72,David Singelyn,4592060,Real Estate
881,SLQT,"SelectQuote, Inc.",63566,50,Timothy Danker,3154343,Financials
1403,KAMN,Kaman Corporation,63543,77,Ian Walsh,4912675,Industrials
1035,DXCM,"DexCom, Inc.",63500,189,Kevin Sayer,11985324,Health Care
792,MORN,"Morningstar, Inc.",63500,88,Kunal Kapoor,5597592,Financials
889,SSB,South State Corporation,63482,84,John Corbett,5311551,Financials
1483,ROCK,"Gibraltar Industries, Inc.",63481,63,William Bosway,4015386,Industrials
1863,ATI,"ATI, Inc.",63461,120,Robert Wetherbee,7590345,Materials
1524,TREX,"Trex Company, Inc.",63446,64,Bryan Fairbanks,4079676,Industrials
1868,AXTA,Axalta Coating Systems Ltd.,63344,107,Robert Bryant,6775218,Materials
1370,HEI,HEICO Corporation,63320,143,Laurans Mendelson,9031531,Industrials
1023,CTLT,"Catalent, Inc.",63242,196,John Chiminski,12407517,Health Care
282,PII,Polaris Inc.,63188,154,Michael Speetzen,9758906,Consumer Discretionary
1838,VRRM,Verra Mobility Corp.,63174,55,David Roberts,3469301,Information Technology
1548,VRTV,Veritiv Corp.,63114,79,Salvatore Abbate,4982457,Industrials
1394,ITT,"ITT, Inc.",63088,122,Luca Savi,7682129,Industrials
1492,SAIA,"Saia, Inc.",63083,78,Frederick Holzgrefe III,4937516,Industrials
2013,EQR,Equity Residential,62996,135,Mark Parrell,8490527,Real Estate
553,SLCA,"U.S. Silica Holdings, Inc.",62937,95,Bryan Shinn,5966323,Energy
2062,PCH,PotlatchDeltic Corporation,62936,90,Eric Cremers,5690852,Real Estate
1553,WCC,"WESCO International, Inc.",62893,157,John Engel,9859087,Industrials
1883,CMP,"Compass Minerals International, Inc.",62884,104,Kevin Crutchfield,6540703,Materials
1555,WIRE,Encore Wire Corporation,62806,121,Daniel Jones,7586473,Industrials
1281,BECN,"Beacon Roofing Supply, Inc.",62784,90,Julian Francis,5661918,Industrials
9,CABO,"Cable One, Inc.",62778,69,Julia Laulis,4327815,Communication Services
455,THS,"TreeHouse Foods, Inc.",62770,95,Steven Oakland,5957379,Consumer Staples
1235,AAL,American Airlines Group Inc.,62765,115,W. Parker,7238011,Industrials
1105,MCK,McKesson Corporation,62610,290,Brian Tyler,18152082,Health Care
424,LNDC,"Lifecore Biomedical, Inc.",62598,15,Albert Bolles,956810,Consumer Staples
35,IAC,"IAC, Inc.",62542,86,Joseph Levin,5365063,Communication Services
